Jobnum,Cable Num,System,Function,Cable  Type,Origin  Location,Origin  Station,Origin  Conn  Type,Origin  Instr,Dest.  Location,Dest.  Station,Dest.  Conn  Type,Dest.  Instr,Length,Routing
L2VAC9,L2B01793,VGCC:LI02:12,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0238-L-B--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,407,LEMOHV1,SS,195,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I03,TA2TFGP02-B"
L2VAC9,L2B01794,VGCC:LI02:13,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0238-L-C--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,465,LEMOHV1,SS,215,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I03,TA2TFGP02-B"
L2VAC9,L2B01795,VGCC:LI02:14,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0238-R-A--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,465,LEMOHV1,SS,215,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I03,TA2TFGP02-B"
L2VAC9,L2B01796,VGCC:LI02:15,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0238-R-C--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,517,LEMOHV1,SS,265,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I03,TA2TFGP02-B"
L2VAC9,L2B01797,VGCC:LI02:16,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0235-L-A--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,517,LEMOHV1,SS,265,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I03,TA2TFGP02-B"
L2VAC9,L2B01798,VGCC:LI02:17,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0235-L-C--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,576,LEMOHV1,SS,260,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A,TC2TFGP01-B"
L2VAC9,L2B01799,VGCC:LI02:18,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0235-R-A--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,579,LEMOHV1,SS,257,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A,TC2TFGP01-B"
L2VAC9,L2B01800,VGCC:LI02:19,COLD CATHODE GAUGE - SIG (2),LMR200FR,L2KA02-0235-R-C--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,582,LEMOHV1,SS,254,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A,TC2TFGP01-B"
L2VAC9,L2B01802,VGCC:LI02:21,COLD CATHODE GAUGE - SIG (3),LMR200FR,LI02-VGCC-J2 ,594,LEMOHV1,SS,L2KA02-0232-L-A-IonCurr ,,BNC58,SS,241,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A"
L2VAC9,L2B01803,VGCC:LI02:22,COLD CATHODE GAUGE - SIG (3),LMR200FR,L2KA02-0229-R-A--IonCurr ,,BNC58,SS,LI02-VGCC-J2 ,630,LEMOHV1,SS,255,"IC:TC2KAFP01,KGT01-2,TD2KGFGP15,TA2KGFP15,IG02P15I03,TA2TFGP02-B"
L2VAC9,L2B01805,VGCC:LI02:24,COLD CATHODE GAUGE - SIG (3),LMR200FR,LI02-VGCC-J2 ,634,LEMOHV1,SS,L2KA02-0229-L-A-IonCurr ,,BNC200,SS,260,"IC:TC2KAFP01,KGT01-2,TD2KGFGP15,TA2KGFP15,IG02P15I03,TA2TFGP02-B"
L2VAC9,L2B01809,VGPR:LI02:3,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0247-R-B--J1 ,,DB9P,SS,LI02-VGPR-J1 ,342,DB9S,SS,268,"IC:TC2KAFP01,KGT01-2,TD2KGFGP1,TA2KGFG01,IG02P1I03,TA1TFGP01-C"
L2VAC9,L2B01810,VGPR:LI02:4,PIRANI GAUGE - SIG (2),4PR18ITN,LI02-VGPR-J1 ,344,DB9S,SS,L2KA02-0247-R-B-J2 ,,DB9P,SS,270,"IC:TC2KAFP01,KGT01-2,TD2KGFGP1,TA2KGFGP01,IG02P1I04,TA1TFGP01-C"
L2VAC9,L2B01811,VGPR:LI02:5,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0247-R-C--J2 ,,DB9P,SS,LI02-VGPR-J1 ,359,DB9S,SS,245,"IC:TC2KAFP01,KGT01-2,TD2KGFGP2,TA2KGFP02,IG02P2I03,TA1TFGP01-C"
L2VAC9,L2B01812,VGPR:LI02:6,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0244-L-C--J1 ,,DB9P,SS,LI02-VGPR-J1 ,359,DB9S,SS,245,"IC:TC2KAFP01,KGT01-2,TD2KGFGP2,TA2KGFP02,IG02P2I03,TA1TFGP01-C"
L2VAC9,L2B01813,VGPR:LI02:7,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0244-L-C--J2 ,,DB9P,SS,LI02-VGPR-J1 ,359,DB9S,SS,245,"IC:TC2KAFP01,KGT01-2,TD2KGFGP2,TA2KGFP02,IG02P2I03,TA1TFGP01-C"
L2VAC9,L2B01814,VGPR:LI02:8,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0244-R-C--J1 ,,DB9P,SS,LI02-VGPR-J1 ,363,DB9S,SS,249,"IC:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,IG02P2I04,TA1TFGP01-D"
L2VAC9,L2B01815,VGPR:LI02:9,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0244-R-C--J2 ,,DB9P,SS,LI02-VGPR-J1 ,365,DB9S,SS,251,"IC:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,IG02P2I04,TA1TFGP01-D"
L2VAC9,L2B01818,VGPR:LI02:12,PIRANI GAUGE - SIG (2),4PR18ITN,LI02-VGPR-TRAY--J1 ,391,TT8SR,SS,L2KA02-0241-R-A-J1 ,,DB9P,SS,227,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01819,VGPR:LI02:13,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0241-R-A--J2 ,,DB9P,SS,LI02-VGPR-J1 ,394,DB9S,SS,230,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01820,VGPR:LI02:14,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0238-L-A--J1 ,,DB9P,SS,LI02-VGPR-J1 ,397,DB9S,SS,233,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01821,VGPR:LI02:15,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0238-L-A--J2 ,,DB9P,SS,LI02-VGPR-J1 ,407,DB9S,SS,195,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I04,TC2TFGP01-A"
L2VAC9,L2B01822,VGPR:LI02:16,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0238-R-B--J1 ,,DB9P,SS,LI02-VGPR-J1 ,465,DB9S,SS,215,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I04,TC2TFGP01-A"
L2VAC9,L2B01823,VGPR:LI02:17,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0235-L-B--J1 ,,DB9P,SS,LI02-VGPR-J1 ,516,DB9S,SS,265,"IC:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,IG02P5I04,TC2TFGP01-A"
L2VAC9,L2B01824,VGPR:LI02:18,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0235-L-B--J2 CA-377-900-03,,DB9P,SS,LI02-VGPR-J1 CA-377-900-03,576,DB9S,0,260,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A,TC2TFGP01-B"
L2VAC9,L2B01825,VGPR:LI02:19,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0235-R-B--J1 CA-377-900-03,,DB9P,SS,LI02-VGPR-J1 CA-377-900-03,579,DB9S,0,257,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A,TC2TFGP01-B"
L2VAC9,L2B01826,VGPR:LI02:20,PIRANI GAUGE - SIG (2),4PR18ITN,L2KA02-0235-R-B--J2 CA-377-900-03,,DB9P,SS,LI02-VGPR-J1 CA-377-900-03,582,DB9S,0,254,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A,TC2TFGP01-B"
L2VAC9,L2B01829,VGPR:LI02:23,PIRANI GAUGE - SIG (3),4PR18ITN,L2KA02-0232-R-B--J1 CA-377-900-03,,DB9P,SS,LI02-VGPR-J1 CA-377-900-03,594,DB9S,0,241,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFP02-A"
L2VAC9,L2B01830,VGPR:LI02:24,PIRANI GAUGE - SIG (3),4PR18ITN,L2KA02-0229-L-C--J1 CA-377-900-03,,DB9P,SS,LI02-VGPR-J1 CA-377-900-03,630,DB9S,0,255,"IC:TC2KAFP01,KGT01-2,TD2KGFGP15,TA2KGFP15,IG02P15I03,TA2TFGP02-B"
L2VAC9,L2B01835,VGEX:LI02:1,EXTRACTOR GAUGE - CTR (2),VACEXG,L2KG02-8A01-LEFT--IONVAC ,,PREFABX,1,LI02-VGEX-TRAY-X ,391,PREFABX,1,110,"HV:TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01836,VGEX:LI02:2,EXTRACTOR GAUGE - CTR (2),VACEXG,L2KG02-1101-MIDLE--IONVAC ,,PREFAB-EX,1,LI02-VGEX-TRAY-X ,582,PREFAB-EX,1,120,"HV:TA2KGFP14,ID02P14P09,TA2TFGP02-A"
L2VAC9,L2B01838,VGEX:LI02:1,EXTRACTOR GAUGE - SIG (2),VACEXGS,LI02-VGEX-TRAY--X ,391,PREFABX,1,L2KG02-8A01-LEFT-IONVAC ,,PREFABX,1,110,"HV:TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01839,VGEX:LI02:2,EXTRACTOR GAUGE - SIG (2),VACEXGS,L2KG02-1131-MIDLE--IONVAC ,,PREFAB-EX,1,LI02-VGEX-TRAY-X ,582,PREFAB-EX,1,120,"HV:TA2KGFP14,ID02P14P09,TA2TFGP02-A"
L2VAC9,L2B01841,VPIO:LI02:1,ION PUMP W/TSP (2),TYPE-HV,L2KA02-0119-LEFT--J501 ,,SAFECOC,SS,LI02-VPIO-X ,348,SAFECOP,SS,234,"HV:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,ID02P2P09,TA1TFGP01-D,TA1TFGP01-C"
L2VAC9,L2B01842,VPIO:LI02:2,ION PUMP W/TSP (2),TYPE-HV,L2KA02-0119-LEFT--J502 ,,SAFECOC,SS,LI02-VPIO-X ,350,SAFECOP,SS,232,"HV:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,ID02P2P09,TA1TFGP01-D"
L2VAC9,L2B01843,VPIO:LI02:3,ION PUMP W/TSP (2),TYPE-HV,L2KA02-0119-LEFT--J503 ,,SAFECOC,SS,LI02-VPIO-X ,370,SAFECOP,SS,247,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D"
L2VAC9,L2B01844,VPIO:LI02:4,ION PUMP W/TSP (2),TYPE-HV,L2KA02-0119-LEFT--J504 ,,SAFECOC,SS,LI02-VPIO-X ,372,SAFECOP,SS,245,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D"
L2VAC9,L2B01845,VPIO:LI02:5,ION PUMP (2),TYPE-HV,L2KA02-0119-RIGHT--J501 ,,SAFECOC,SS,LI02-VPIO-X ,390,SAFECOP,SS,227,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01846,VPIO:LI02:6,ION PUMP (2),TYPE-HV,L2KA02-0119-RIGHT--J502 ,,SAFECOC,SS,LI02-VPIO-X ,393,SAFECOP,SS,229,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01847,VPIO:LI02:7,ION PUMP (2),TYPE-HV,LI02-VPIO-X ,394,SAFECOP,SS,L2KA02-0119-RIGHT-J503 ,,SAFECOC,SS,231,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01848,VPIO:LI02:8,ION PUMP (2),TYPE-HV,L2KA02-0119-RIGHT--J504 ,,SAFECOC,SS,LI02-VPIO-X ,396,SAFECOP,SS,233,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01849,VPIO:LI02:9,ION PUMP (2),TYPE-HV,L2KA02-0115-LEFT--J501 ,,SAFECOC,SS,LI02-VPIO-X ,414,SAFECOP,SS,190,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01850,VPIO:LI02:10,ION PUMP (2),TYPE-HV,LI02-VPIO-X ,431,SAFECOP,SS,L2KA02-0115-LEFT-J502 ,,SAFECOC,SS,194,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01851,VPIO:LI02:11,ION PUMP (2),TYPE-HV,L2KA02-0115-LEFT--J503 ,,SAFECOC,SS,LI02-VPIO-X ,455,SAFECOP,SS,218,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01852,VPIO:LI02:12,ION PUMP (2),TYPE-HV,L2KA02-0115-LEFT--J504 ,,SAFECOC,SS,LI02-VPIO-X ,460,SAFECOP,SS,223,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01853,VPIO:LI02:13,ION PUMP (2),TYPE-HV,L2KA02-0115-RIGHT--J501 ,,SAFECOC,SS,LI02-VPIO-X ,469,SAFECOP,SS,232,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01854,VPIO:LI02:14,ION PUMP (2),TYPE-HV,LI02-VPIO-X ,484,SAFECOP,SS,L2KA02-0115-RIGHT-J502 ,,SAFECOC,SS,246,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01855,VPIO:LI02:15,ION PUMP (2),TYPE-HV,LI02-VPIO-X ,497,SAFECOP,SS,L2KA02-0115-RIGHT-J503 ,,SAFECOC,SS,259,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01856,VPIO:LI02:16,ION PUMP (2),TYPE-HV,LI02-VPIO-X ,510,SAFECOP,SS,L2KA02-0115-RIGHT-J504 ,,SAFECOC,SS,275,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01857,VPIO:LI02:17,ION PUMP (2),TYPE-HV,L2KA02-0111-LEFT--J501 ,,SAFECOC,SS,LI02-VPIO-- ,523,SAFECOP,SS,288,"HV:TC2KAFP01,KGT01-2,TD2KGFGP5,TC2KGFGP05,ID02P5P09,TC2TFGP01-A"
L2VAC9,L2B01858,VPIO:LI02:18,ION PUMP (2),TYPE-HV,LI02-VPIO-X ,536,SAFECON-P,SS,L2KA02-0111-LEFT-J502 ,,SAFECON-C,SS,288,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01859,VPIO:LI02:19,ION PUMP (2),TYPE-HV,L2KA02-0111-LEFT--J503 ,,SAFECON-C,SS,LI02-VPIO-X ,549,SAFECON-P,SS,275,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01860,VPIO:LI02:20,ION PUMP (2),TYPE-HV,L2KA02-0111-LEFT--J504 ,,SAFECON-C,SS,LI02-VPIO-X ,563,SAFECON-P,SS,263,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01861,VPIO:LI02:21,ION PUMP (2),TYPE-HV,L2KA02-0111-RIGHT--J501 ,,SAFECON-C,SS,LI02-VPIO-X ,577,SAFECON-P,SS,249,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01862,VPIO:LI02:22,ION PUMP (2),TYPE-HV,L2KA02-0111-RIGHT--J502 ,,SAFECON-C,SS,LI02-VPIO-X ,579,SAFECON-P,SS,247,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01863,VPIO:LI02:23,ION PUMP (2),TYPE-HV,L2KA02-0111-RIGHT--J503 ,,SAFECON-C,SS,LI02-VPIO-X ,580,SAFECON-P,SS,245,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01864,VPIO:LI02:24,ION PUMP (2),TYPE-HV,L2KA02-0111-RIGHT--J504 ,,SAFECON-C,SS,LI02-VPIO-X ,582,SAFECON-P,SS,243,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01865,VPIO:LI02:25,ION PUMP W/TSP (3),TYPE-HV,L2KA02-0107-LEFT--J501 ,,SAFECON-C,SS,LI02-VPIO-X ,610,SAFECON-P,SS,215,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TA2TFGP02-A"
L2VAC9,L2B01866,VPIO:LI02:26,ION PUMP W/TSP (3),TYPE-HV,L2KA02-0107-LEFT--J502 ,,SAFECON-C,SS,LI02-VPIO-X ,650,SAFECON-P,SS,275,"HV:TC2KAFP01,KGT01-2,TD2KGFGP15,TA2KGFP15,ID02P15P05,TA2TFGP02-B"
L2VAC9,L2B01868,VPNG: LI02:1,VACUUM PUMP CAPACITORR HV1600 (2),VACNEG1,LI02-VPNG-TRAY--X CA-377-900-05,393,CONNEH1,SS,L2KA02-0103-NEGNV-OUT1 CA-377-900-05,,CONNEC,SS,228,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01869,VPNG: LI02:2,VACUUM PUMP CAPACITORR HV1600 (2),VACNEG1,LI02-VPNG-TRAY--X CA-377-900-05,394,CONNEH1,SS,L2KA02-0103-NEGNV-OUT2 CA-377-900-05,,CONNEC,SS,230,"HV:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,ID02P3P09,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01870,VPNG: LI02:3,VACUUM PUMP CAPACITORR HV1600 (2),VACNEG1,L2KA02-0103-NEGNV--OUT3 CA-377-900-05,,CONNEG-C,SS,LI02-VPNG-TRAY-X CA-377-900-05,579,CONNEG-H1,SS,247,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TC2TFGP01-A"
L2VAC9,L2B01871,VPNG: LI02:4,VACUUM PUMP CAPACITORR HV1600 (2),VACNEG1,L2KA02-0103-NEGNV--OUT4 CA-377-900-05,,CONNEG-C,SS,LI02-VPNG-TRAY-X CA-377-900-05,580,CONNEG-H1,SS,245,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TC2TFGP01-A"
L2VAC9,L2B01874,VPRO:LI02:2,ROUGHING PUMP AC (2),2C18TLN,L2KA02-0101-X ,,?,SS,LI02-VPRO-X ,359,?,SS,245,"IC:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,IG02P2I03,TA1TFGP01-D"
L2VAC9,L2B01876,VPRO:LI02:4,ROUGHING PUMP AC (3),2C18TLN,L2KA02-0101-X ,,?,0,LI02-VPRO-X ,590,?,0,246,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFGP02-B,TA2TFP02-A"
L2VAC9,L2B01880,VPTM:LI02:2,TURBOMOLECULAR PUMP (2),VACTMP,L2KA02-0328-S2--PUMP ,,PREFAPF,SS,LI02-VPTM-TMPEV-X ,359,PREFAPF,SS,245,"HV:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,ID02P2P09,TA1TFGP01-D"
L2VAC9,L2B01882,VPTM:LI02:4,TURBOMOLECULAR PUMP (3),VACTMP,L2KA02-0325-S1--PUMP ,,PREFAB-PF,0,LI02-VPTM-X ,590,PREFAB-PF,0,246,"HV:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IE02P14P06,TC2TFGP01-A"
L2VAC9,L2B01885,VRGA:LI02:1,RGA VQM INTERCONNECT,VACVQM,L2KA02-0146-X ,,PREFAVQ,SS,LI02-VPTM-TMPEV-X ,395,?,SS,231,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I03,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01888,VVFS:LI02:1,VAC VALV FAST SHUTT PNEUMATIC (2),4PR18ITN,L2KA02-0115-TB3--43473 ,,18FERLS,SS,LI02-VVFS1-TB1 43473,397,LSB#8,SS,220,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
L2VAC9,L2B01889,VVFS:LI02:2,VAC VALV FAST SHUTT PNEUMATIC (2),4PR18ITN,L2KA02-0115-TB3--43724 ,,18FERLS,0,LI02-VVFS2-TB1 43473,575,LSB#8,0,248,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TC2TFGP01-A"
L2VAC9,L2B01894,VVMG:LI02:1,MANUAL VALVE (2),2PR18TLN,LI02-VVMG115-J1 ,338,VATS7S,SS,L2KA02-0115-TB2-1/4 ,,LSB#8,SS,265,"IC:TC2KAFP01,KGT01-2,TD2KGFGP1,TA2KGFGP01,IG02P1I04,TA1TFGP01-C"
L2VAC9,L2B01895,VVMG:LI02:2,MANUAL VALVE (2),2PR18TLN,L2KA02-0115-TB2--5/8 ,,LSB#8,SS,LI02-VVMG2-J1 ,359,VATS7S,SS,245,"IC:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,IG02P2I03,TA1TFGP01-D"
L2VAC9,L2B01896,VVMG:LI02:3,MANUAL VALVE (2),2PR18TLN,L2KA02-0115-TB2--9/12 ,,LSB#8,SS,LI02-VVMG3-J1 ,381,VATS7S,SS,225,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D"
L2VAC9,L2B01897,VVMG:LI02:4,MANUAL VALVE (3),2PR18TLN,L2KA02-0115-TB2--13/16 ,,LSB#8,0,LI02-VVMG4-J1 ,590,VATS7S,0,246,"IC:TC2KAFP01,KGT01-2,TD2KGFGP14,TA2KGFP14,IG02P14I03,TA2TFGP02-B,TA2TFP02-A"
L2VAC9,L2B01898,VVMG:LI02:5,MANUAL VALVE (3),2PR18TLN,L2KA02-0115-TB2--17/20 ,,LSB#8,0,LI02-VVMG5-J1 ,630,LSB,0,255,"IC:TC2KAFP01,KGT01-2,TD2KGFGP15,TA2KGFP15,IG02P15I03,TA2TFGP02-B"
L2VAC9,L2B01900,VVPG:LI02:1,VACUUM VALVE PNEUMATIC (2),4PR18ITN,L2KA02-0212-TB1--1/5 ,,18FERLS,SS,LI02-VVPG-WALL-J-BOX 4/5/6/7/8,338,LSB,SS,265,"IC:TC2KAFP01,KGT01-2,TD2KGFGP1,TA2KGFGP01,IG02P1I04,TA1TFGP01-C"
L2VAC9,L2B01901,VVPG:LI02:2,VACUUM VALVE PNEUMATIC (2),4PR18ITN,L2KA02-0212-TB1--6/10 ,,18FERLS,SS,LI02-VVPG-WALL-J-BOX 4/5/6/7/8,338,LSB,SS,265,"IC:TC2KAFP01,KGT01-2,TD2KGFGP1,TA2KGFGP01,IG02P1I04,TA1TFGP01-C"
L2VAC9,L2B01902,VVPG:LI02:3,VACUUM VALVE PNEUMATIC (2),4PR18ITN,LI02-VVPG-WALL--J-BOX 4/5/6/7/8,359,LSB,SS,L2KA02-0212-TB1-11/15 ,,18FERLS,SS,245,"IC:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,IG02P2I04,TA1TFGP01-D"
L2VAC9,L2B01903,VVPG:LI02:4,VACUUM VALVE PNEUMATIC (2),4PR18ITN,LI02-VVPG-WALL--J-BOX 21/25,359,LSB,SS,L2KA02-0212-TB1-16/20 ,,18FERLS,SS,245,"IC:TC2KAFP01,KGT01-2,TD2KGFP2,TA2KGFP02,IG02P2I04,TA1TFGP01-D"
L2VAC9,L2B01904,VVPG:LI02:5,VACUUM VALVE PNEUMATIC (2),4PR18ITN,LI02-VVPG-WALL--J-BOX 4/5/6/7/8,381,LSB,SS,L2KA02-0212-TB1-21/25 ,,18FERLS,SS,225,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D,TC2TFGP01"
L2VAC9,L2B01905,VVPG:LI02:6,VACUUM VALVE PNEUMATIC (2),4PR18ITN,LI02-VVPG-WALL--J-BOX 4/5/6/7/8,381,LSB,SS,L2KA02-0212-TB1-26/30 ,,18FERLS,SS,225,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D"
L2VAC9,L2B01906,VVPG:LI02:7,VACUUM VALVE PNEUMATIC (2),4PR18ITN,L2KA02-0212-TB1--31/35 ,,18FERLS,SS,LI02-VVPG-WALL-J-BOX 4/5/6/7/8,392,LSB,SS,227,"IC:TC2KAFP01,KGT01-2,TD2KGFP3,TA2KGFP03,IG02P3I04,TA1TFGP01-D,TC2TFGP01,TC2TFGP01-A"
